NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,PROBLEM,PARENT,LEVEL_NUMBER,OFFICIAL_LEVEL_NAME,COLUMN_PROBLEM
BU/UL,BU_UL,ALL#WORLD#ASIA#KOR#BU_UL,True,"[
  ""ULSAN"",
  ""BUSAN""
]",,ComplianceConstraint - outlier,,,,
SAM/SAF,SAMSAF,SAMSAF,True,[],,ComplianceConstraint - outlier,,,,
US Gulf Mississippi Area,AREA_USGM,ALL#WORLD#AREA_USGM,False,,REGION,ComplianceConstraint - outlier,,,,
West Mediterranea,W_MEDIS,ALL#WORLD#MEDIS#W_MEDIS,False,,REGION,ComplianceConstraint - outlier,,,,
Other Caribbean,OTHER_CARIB,ALL#WORLD#CARIB#OTHER_CARIB,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Tradeflow Soft Wheat Europe Others,SWHT_EUR_OTH,SWHT_EUR_OTH,True,"[
  ""BGR"",
  ""CYP"",
  ""CZE"",
  ""EST"",
  ""FIN"",
  ""HUN"",
  ""LUX"",
  ""MLT"",
  ""SVK"",
  ""SVN"",
  ""SWE""
]",,ComplianceConstraint - outlier,,,,
PT/KU,PT_KU,ALL#WORLD#ASIA#KOR#PT_KU,True,"[
  ""PYEON"",
  ""KUN""
]",,ComplianceConstraint - outlier,,,,
Great Britain North East,GBNE,GBNE,False,,REGION,ComplianceConstraint - outlier,,,,
PNW/SAM,PNW_SAM,PNW_SAM,True,[],,ComplianceConstraint - outlier,,,,
United Kingdom and Netherlands,GBRNLD,GBRNLD,True,"[
  ""GBR"",
  ""NLD""
]",,ComplianceConstraint - outlier,,,,
Jempol District,JEMPOL,JEMPOL,False,,FEDERAL_DISTRICT,ComplianceConstraint - outlier,,,,
East Coast South America,AREA_ECSA,ALL#WORLD#AREA_ECSA,False,,REGION,ComplianceConstraint - outlier,,,,
Heathrow,HEATHROW,ALL#WORLD#EUR#GBR#LONGR#HEATHROW,True,[],,ComplianceConstraint - outlier,,,,
Czechoslovakia,CZE_SVK,ALL#WORLD#EUR#CZE_SVK,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
"Pacific NorthWest, Eastern Europe and South Africa",PNW_EE_ZAF,PNW_EE_ZAF,True,[],,ComplianceConstraint - outlier,,,,
Tradeflow Corn Europe Others,CRN_EUR_OTH,CRN_EUR_OTH,True,"[
  ""BGR"",
  ""CYP"",
  ""CZE"",
  ""DNK"",
  ""EST"",
  ""FIN"",
  ""GBR"",
  ""GRC"",
  ""HRV"",
  ""HUN"",
  ""IRL"",
  ""LTU"",
  ""LUX"",
  ""LVA"",
  ""MLT"",
  ""POL"",
  ""PRT"",
  ""ROU"",
  ""SVK"",
  ""SVN"",
  ""SWE"",
  ""AUT""
]",,ComplianceConstraint - outlier,,,,
Black Sea except Russia,BSEA_EXCL_RUS,ALL#WORLD#BSEA#BSEA_EXCL_RUS,True,[],,ComplianceConstraint - outlier,,,,
EU11,EUR_EU11,ALL#WORLD#EUR#EUR_EU11,False,,TERRITORY,ComplianceConstraint - outlier,,,,
Australia and Pacific NorthWest,AUS_PACIG,AUS_PACIG,True,[],,ComplianceConstraint - outlier,,,,
Egypt Med,EGMED,ALL#WORLD#AFRMI#EGY#EGMED,True,"[
  ""ALEXD""
]",,ComplianceConstraint - outlier,,,,
United States and Eastern Europe,US_EE,US_EE,True,[],,ComplianceConstraint - outlier,,,,
"Kenya, Tanzania, Uganda, Mozambique and Rwanda",KENTZAUGAMOZRWA,ALL#WORLD#AFR#KENTZAUGAMOZRWA,True,[],,ComplianceConstraint - outlier,,,,
Sabahat,SABAHAT,ALL#WORLD#ASIA#MYS#SABAHAT,True,[],,ComplianceConstraint - outlier,,,,
Benelux,BENLUX,ALL#WORLD#EUR#BENLUX,True,"[
  ""ANTWERP"",
  ""AMS"",
  ""ROTTE"",
  ""GHENT""
]",,ComplianceConstraint - outlier,,,,
England North East,EN-NE,EN-NE,False,,REGION,ComplianceConstraint - outlier,,,,
PADD 1 (East Coast),PADD1,PADD1,True,"[
  ""DCOLU"",
  ""NOCAR"",
  ""VIRGI"",
  ""CONNE"",
  ""DELAW"",
  ""MAINE"",
  ""MARYL"",
  ""MASSA"",
  ""NEWHA"",
  ""NEWJE"",
  ""NEWYO"",
  ""PENNS"",
  ""RHODE"",
  ""VERMO"",
  ""FLORI"",
  ""SOCAR""
]",,ComplianceConstraint - outlier,,,,
Balkans,BALKAN,ALL#WORLD#EUR#BALKAN,False,,REGION,ComplianceConstraint - outlier,,,,
US Gulf and SAF,USG_ZAF,USG_ZAF,True,[],,ComplianceConstraint - outlier,,,,
NASS USA South West & Pacific,NASS_USASW,NASS_USASW,True,"[
  ""NOCAR"",
  ""ARKAN"",
  ""LOUIS"",
  ""MISSI"",
  ""CALIF"",
  ""ALABA"",
  ""SOCAR"",
  ""GEORG""
]",,ComplianceConstraint - outlier,,,,
 European Free Trade Association,EUR_FREE_TRAD_ASSO,ALL#WORLD#EUR#EUR_FREE_TRAD_ASSO,False,,TERRITORY,ComplianceConstraint - outlier,,,,
Other FSU,OTHER_FSU,ALL#WORLD#CIS#OTHER_FSU,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
CIS,CIS,ALL#WORLD#CIS,False,,REGION,ComplianceConstraint - outlier,,,,
EAST_AFRICA,EASTA,ALL#WORLD#EASTA,False,,REGION,ComplianceConstraint - outlier,,,,
Tanzania and Rwanda,TZARWA,ALL#WORLD#AFR#TZARWA,True,[],,ComplianceConstraint - outlier,,,,
Not Available,,ALL#N/A,False,,WORLD,ComplianceConstraint - outlier,,,,
CTL_AMERICA_AND_CBI,CTLAM,ALL#WORLD#CTLAM,False,,REGION,ComplianceConstraint - outlier,,,,
EAST_EU,EASTE,ALL#WORLD#EASTE,False,,REGION,ComplianceConstraint - outlier,,,,
MIDDLE_EAST,MIDDL,ALL#WORLD#MIDDL,False,,REGION,ComplianceConstraint - outlier,,,,
Black Sea Europe,BSEEU,ALL#WORLD#BSEA#BSEEU,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Black Sea ex Europe,BSENE,ALL#WORLD#BSEA#BSENE,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Mediterranean Sea,MEDIS,ALL#WORLD#MEDIS,False,,REGION,ComplianceConstraint - outlier,,,,
Europe Mediterranean Sea,EMEDI,ALL#WORLD#EUR#EMEDI,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
Baltic Sea Europe,BALEU,ALL#WORLD#BALTI#BALEU,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
NORTH_AFRICA,NOAFR,ALL#WORLD#NOAFR,False,,REGION,ComplianceConstraint - outlier,,,,
Moselle River,MOSEL,ALL#WORLD#EUR#MOSEL,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
Black Sea Big Ports,BSEBP,ALL#WORLD#BSEBP,False,,REGION,ComplianceConstraint - outlier,,,,
Black Sea Middle Ports,BSEMP,ALL#WORLD#BSEMP,False,,REGION,ComplianceConstraint - outlier,,,,
Black Sea Small Ports,BSESP,ALL#WORLD#BSESP,False,,REGION,ComplianceConstraint - outlier,,,,
Upriver and Santos,UPTOS,ALL#WORLD#Americas#SOAME#UPTOS,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
WASDE Major Exporters,EXP,ALL#WORLD#EXP,False,,REGION,ComplianceConstraint - outlier,,,,
BRITISH WEST INDIES,BRITI,ALL#WORLD#BRITI,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
CENTRAL_WEST_AFRICA,CWA,ALL#WORLD#CWA,False,,REGION,ComplianceConstraint - outlier,,,,
Ocean,OCEAN,ALL#WORLD#OCEAN,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
OTHERS_SAM,OSAM,ALL#WORLD#OSAM,False,,REGION,ComplianceConstraint - outlier,,,,
OTHERS_SOUTH_EAST_AFRICA,OSEA,ALL#WORLD#OSEA,False,,REGION,ComplianceConstraint - outlier,,,,
SOUTH_EAST_AFRICA,SOEAF,ALL#WORLD#SOEAF,False,,REGION,ComplianceConstraint - outlier,,,,
SOUTH_EAST_ASIA_EXCL_CHN,SOAEC,ALL#WORLD#SOAEC,False,,REGION,ComplianceConstraint - outlier,,,,
Palestinian Territory (Occupied),PSE,ALL#WORLD#MIDDL#PSE,False,,COUNTRY,ComplianceConstraint - outlier,,,,
WEST_AFRICA,WESTA,ALL#WORLD#WESTA,False,,REGION,ComplianceConstraint - outlier,,,,
WEST_EU,WESTE,ALL#WORLD#WESTE,False,,REGION,ComplianceConstraint - outlier,,,,
Holy See (Vatican City State),VAT,ALL#WORLD#WESTE#VAT,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Virgin Islands (U.S.),VIR,ALL#WORLD#CARIB#VIR,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Aland Islands,ALA,ALL#WORLD#ALA,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Rest of the World,ROW,ALL#ROW,False,,WORLD,ComplianceConstraint - outlier,,,,
Black Sea,BSEA,ALL#WORLD#BSEA,False,,REGION,ComplianceConstraint - outlier,,,,
6 ports,SIXP,ALL#WORLD#SIXP,False,,REGION,ComplianceConstraint - outlier,,,,
East Coast,EASTC,ALL#WORLD#EASTC,False,,REGION,ComplianceConstraint - outlier,,,,
West Coast,WESTC,ALL#WORLD#WESTC,False,,REGION,ComplianceConstraint - outlier,,,,
Baltic Sea,BALTI,ALL#WORLD#BALTI,False,,REGION,ComplianceConstraint - outlier,,,,
Lower Danube Euroregion,LOWDA,ALL#WORLD#EUR#LOWDA,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
Adriatic Sea,ADRSE,ALL#WORLD#ADRSE,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
French Southern Territories,ATF,ALL#WORLD#ATF,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Great Lakes,GREAT,ALL#WORLD#NOAME#GREAT,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
Western Sahara,ESH,ALL#WORLD#ESH,False,,COUNTRY,ComplianceConstraint - outlier,,,,
FRENCH WEST INDIES,FRENC,ALL#WORLD#FRENC,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Gulf of Mexico,GOLME,ALL#WORLD#NOAME#GOLME,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
AFRICA_EXCL_NTH,AFREN,ALL#WORLD#AFREN,False,,REGION,ComplianceConstraint - outlier,,,,
LEEWARD-WINDWARD,LEEWA,ALL#WORLD#LEEWA,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
AFRICA_MIDDLEEAST,AFRMI,ALL#WORLD#AFRMI,False,,REGION,ComplianceConstraint - outlier,,,,
Others,OTHER,ALL#WORLD#OTHER,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Pitcairn,PCN,ALL#WORLD#PCN,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Serbia And Montenegro,SERBI,ALL#WORLD#EASTE#SERBI,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
Kosovo,KOSOV,ALL#WORLD#EASTE#KOSOV,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
Gaza Strip,GASTR,ALL#WORLD#MIDDL#PSE#GASTR,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
West Bank,WBANK,ALL#WORLD#MIDDL#WBANK,False,,NATIONAL_REGION,ComplianceConstraint - outlier,,,,
ASIA_OCEANIA,ASIAO,ALL#WORLD#ASIAO,False,,REGION,ComplianceConstraint - outlier,,,,
Timor-Leste,TLS,ALL#WORLD#TLS,False,,COUNTRY,ComplianceConstraint - outlier,,,,
United States Minor Outlying Islands,UMI,ALL#WORLD#UMI,False,,COUNTRY,ComplianceConstraint - outlier,,,,
Yugoslavia,YUGOS,ALL#WORLD#YUGOS,False,,COUNTRY_GROUP,ComplianceConstraint - outlier,,,,
CARIBBEAN,CARIB,ALL#WORLD#CARIB,False,,REGION,ComplianceConstraint - outlier,,,,
OPL West Africa,PORT_OWA,ALL#WORLD#WESTA#PORT_OWA,False,,PORT_TERMINAL,ComplianceConstraint - outlier,,,,
EU13,EUR_EU13,ALL#WORLD#EUR#EUR_EU13,False,,TERRITORY,ComplianceConstraint - outlier,,,,
Saudi Arabia/Oman,SAU_OMN,SAU_OMN,True,"[
  ""OMN"",
  ""SAU""
]",,ComplianceConstraint - outlier,,,,
Federal Territory East Germany,BMEL-LOCTION-FEDERAL-TERRITORY-EAST-GERMANY,BMEL-LOCTION-FEDERAL-TERRITORY-EAST-GERMANY,False,,FEDERAL_DISTRICT,ComplianceConstraint - outlier,,,,
Nour,NOUR,ALL#ROW#NOUR,True,[],,ComplianceConstraint - outlier,,,,
NASS USA North Central,NASS_USANC,NASS_USANC,True,"[
  ""MICHI"",
  ""NODAK"",
  ""SODAK"",
  ""MINNE""
]",,ComplianceConstraint - outlier,,,,
 South East Asia,AREA_SEA,ALL#WORLD#ASIA#AREA_SEA,False,,REGION,ComplianceConstraint - outlier,,,,
Santos Tubarao Barcarena,STS_TUB_BARCA,STS_TUB_BARCA,True,"[
  ""TUBA"",
  ""SANTO"",
  ""BARCA""
]",,ComplianceConstraint - outlier,,,,
