NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,HIERARCHY_short
Montgomery City MO,MGMMO,ALL#WORLD#NOAME#USA#WECB#MISSO#MGMMO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Old Monroe MO,MNRMO,ALL#WORLD#NOAME#USA#WECB#MISSO#MNRMO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Perry MO,PRRMO,ALL#WORLD#NOAME#USA#WECB#MISSO#PRRMO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Princeton MO,PCTMO,ALL#WORLD#NOAME#USA#WECB#MISSO#PCTMO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Morris MB,MRRMB,ALL#WORLD#NOAME#CAN#MANIT#MRRMB,false,,CITY,ALL#WORLD#NOAME#CAN#MANIT
Edmonton AB,EMTAB,ALL#WORLD#NOAME#CAN#ALBER#EMTAB,false,,CITY,ALL#WORLD#NOAME#CAN#ALBER
Anton TX,ANTTX,ALL#WORLD#NOAME#USA#SOPLA#TEXAS#ANTTX,false,,CITY,ALL#WORLD#NOAME#USA#SOPLA#TEXAS
Butler OK,BUTOK,ALL#WORLD#NOAME#USA#SOPLA#OKLAH#BUTOK,false,,CITY,ALL#WORLD#NOAME#USA#SOPLA#OKLAH
Chattanooga TN,CHATN,ALL#WORLD#NOAME#USA#APPAL#TENNE#CHATN,false,,CITY,ALL#WORLD#NOAME#USA#APPAL#TENNE
Clarendon AR,CLAAR,ALL#WORLD#NOAME#USA#DELTA#ARKAN#CLAAR,false,,CITY,ALL#WORLD#NOAME#USA#DELTA#ARKAN
Columbus MT,COLMT,ALL#WORLD#NOAME#USA#NOPLA#MONTA#COLMT,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#MONTA
Craig CO,CRACO,ALL#WORLD#NOAME#USA#SOPLA#COLOR#CRACO,false,,CITY,ALL#WORLD#NOAME#USA#SOPLA#COLOR
Dewitt AR,DEWAR,ALL#WORLD#NOAME#USA#DELTA#ARKAN#DEWAR,false,,CITY,ALL#WORLD#NOAME#USA#DELTA#ARKAN
Doland SD,DOLSD,ALL#WORLD#NOAME#USA#NOPLA#SODAK#DOLSD,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#SODAK
Dunlap IL,DUNIL,ALL#WORLD#NOAME#USA#EASCB#ILLIN#DUNIL,false,,CITY,ALL#WORLD#NOAME#USA#EASCB#ILLIN
Fort Benton MT,FORMT,ALL#WORLD#NOAME#USA#NOPLA#MONTA#FORMT,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#MONTA
Goderich ON,GODON,ALL#WORLD#NOAME#CAN#ONTAR#GODON,false,,CITY,ALL#WORLD#NOAME#CAN#ONTAR
Grady AR,GRAAR,ALL#WORLD#NOAME#USA#DELTA#ARKAN#GRAAR,false,,CITY,ALL#WORLD#NOAME#USA#DELTA#ARKAN
Greentop MO,GREMO,ALL#WORLD#NOAME#USA#WECB#MISSO#GREMO,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MISSO
Hettinger ND,HETND,ALL#WORLD#NOAME#USA#NOPLA#NODAK#HETND,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#NODAK
Jennings LA,JENLA,ALL#WORLD#NOAME#USA#DELTA#LOUIS#JENLA,false,,CITY,ALL#WORLD#NOAME#USA#DELTA#LOUIS
Lindsay MT,LINMT,ALL#WORLD#NOAME#USA#NOPLA#MONTA#LINMT,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#MONTA
Marks MS,MARMS,ALL#WORLD#NOAME#USA#DELTA#MISSI#MARMS,false,,CITY,ALL#WORLD#NOAME#USA#DELTA#MISSI
Regina SK,REGSK,ALL#WORLD#NOAME#CAN#SASKA#REGSK,false,,CITY,ALL#WORLD#NOAME#CAN#SASKA
Rocky Mount NC,ROCNC,ALL#WORLD#NOAME#USA#APPAL#NOCAR#ROCNC,false,,CITY,ALL#WORLD#NOAME#USA#APPAL#NOCAR
Winifred MT,WINMT,ALL#WORLD#NOAME#USA#NOPLA#MONTA#WINMT,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#MONTA
Colwich KS,CLWKS,ALL#WORLD#NOAME#USA#SOPLA#KANSA#CLWKS,false,,CITY,ALL#WORLD#NOAME#USA#SOPLA#KANSA
Drake ND,DRKND,ALL#WORLD#NOAME#USA#NOPLA#NODAK#DRKND,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#NODAK
Hartland MN,HLDMN,ALL#WORLD#NOAME#USA#WECB#MINNE#HLDMN,false,,CITY,ALL#WORLD#NOAME#USA#WECB#MINNE
Herrick SD,HRRSD,ALL#WORLD#NOAME#USA#NOPLA#SODAK#HRRSD,false,,CITY,ALL#WORLD#NOAME#USA#NOPLA#SODAK
Red Rock OK,RRCOK,ALL#WORLD#NOAME#USA#SOPLA#OKLAH#RRCOK,false,,CITY,ALL#WORLD#NOAME#USA#SOPLA#OKLAH
Saint Charles AR,SCHAR,ALL#WORLD#NOAME#USA#DELTA#ARKAN#SCHAR,false,,CITY,ALL#WORLD#NOAME#USA#DELTA#ARKAN
Eastern States,AUEAS,ALL#WORLD#OCEAN#AUS#AUEAS,false,,NATIONAL_REGION,ALL#WORLD#OCEAN#AUS
Central Federal District,CENFD,ALL#WORLD#CIS#RUS#CENFD,false,,FEDERAL_DISTRICT,ALL#WORLD#CIS#RUS
Belgorod Oblast,BELFS,ALL#WORLD#CIS#RUS#CENFD#BELFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Belgorod,BELGO,ALL#WORLD#CIS#RUS#CENFD#BELFS#BELGO,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#BELFS
Bryansk Oblast,BRYFS,ALL#WORLD#CIS#RUS#CENFD#BRYFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Bryansk,BRYAN,ALL#WORLD#CIS#RUS#CENFD#BRYFS#BRYAN,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#BRYFS
Vladimir Oblast,VLAFS,ALL#WORLD#CIS#RUS#CENFD#VLAFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Vladimir,VLADI,ALL#WORLD#CIS#RUS#CENFD#VLAFS#VLADI,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#VLAFS
Voronezh Oblast,VORFS,ALL#WORLD#CIS#RUS#CENFD#VORFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Voronezh,VORON,ALL#WORLD#CIS#RUS#CENFD#VORFS#VORON,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#VORFS
Ivanovo Oblast,IVAFS,ALL#WORLD#CIS#RUS#CENFD#IVAFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Ivanovo,IVAN,ALL#WORLD#CIS#RUS#CENFD#IVAFS#IVAN,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#IVAFS
Kaluga Oblast,KAUFS,ALL#WORLD#CIS#RUS#CENFD#KAUFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Kostroma Oblast,KOSFS,ALL#WORLD#CIS#RUS#CENFD#KOSFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Kostroma,KOSTR,ALL#WORLD#CIS#RUS#CENFD#KOSFS#KOSTR,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#KOSFS
Kursk Oblast,KURFS,ALL#WORLD#CIS#RUS#CENFD#KURFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Kursk,KURSK,ALL#WORLD#CIS#RUS#CENFD#KURFS#KURSK,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#KURFS
Lipetsk Oblast,LIPFS,ALL#WORLD#CIS#RUS#CENFD#LIPFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Lipetsk,LIPET,ALL#WORLD#CIS#RUS#CENFD#LIPFS#LIPET,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#LIPFS
Moscow,MOSCO,ALL#WORLD#CIS#RUS#MOSCO,false,,CITY,ALL#WORLD#CIS#RUS
Moscow Oblast,MOSFS,ALL#WORLD#CIS#RUS#CENFD#MOSFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Oryol Oblast,ORYFS,ALL#WORLD#CIS#RUS#CENFD#ORYFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Oryol,ORYOL,ALL#WORLD#CIS#RUS#CENFD#ORYFS#ORYOL,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#ORYFS
Ryazan Oblast,RYAFS,ALL#WORLD#CIS#RUS#CENFD#RYAFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Azov,AZOVV,ALL#WORLD#CIS#RUS#CENFD#RYAFS#AZOVV,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#RYAFS
Ryazan,RYAZA,ALL#WORLD#CIS#RUS#CENFD#RYAFS#RYAZA,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#RYAFS
Smolensk Oblast,SMOFS,ALL#WORLD#CIS#RUS#CENFD#SMOFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Smolensk,SMOLE,ALL#WORLD#CIS#RUS#CENFD#SMOFS#SMOLE,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#SMOFS
Tambov Oblast,TAMFS,ALL#WORLD#CIS#RUS#CENFD#TAMFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Tambov,TAMBO,ALL#WORLD#CIS#RUS#CENFD#TAMFS#TAMBO,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#TAMFS
Tver Oblast,TVEFS,ALL#WORLD#CIS#RUS#CENFD#TVEFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Tver,TVERR,ALL#WORLD#CIS#RUS#CENFD#TVEFS#TVERR,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#TVEFS
Tula Oblast,TULFS,ALL#WORLD#CIS#RUS#CENFD#TULFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Tula,TULAA,ALL#WORLD#CIS#RUS#CENFD#TULFS#TULAA,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#TULFS
Yaroslavl Oblast,YARFS,ALL#WORLD#CIS#RUS#CENFD#YARFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#CENFD
Yaroslavl,YAROS,ALL#WORLD#CIS#RUS#CENFD#YARFS#YAROS,false,,CITY,ALL#WORLD#CIS#RUS#CENFD#YARFS
Southern Federal District,SOUFD,ALL#WORLD#CIS#RUS#SOUFD,false,,FEDERAL_DISTRICT,ALL#WORLD#CIS#RUS
Republic of Adygea,ADYFS,ALL#WORLD#CIS#RUS#SOUFD#ADYFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SOUFD
Astrakhan Oblast,ASTFS,ALL#WORLD#CIS#RUS#SOUFD#ASTFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SOUFD
Volgograd Oblast,VOLFS,ALL#WORLD#CIS#RUS#SOUFD#VOLFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SOUFD
Volgograd,VOLGO,ALL#WORLD#CIS#RUS#SOUFD#VOLFS#VOLGO,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#VOLFS
Republic of Kalmykia,KMKFS,ALL#WORLD#CIS#RUS#SOUFD#KMKFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SOUFD
Krasnodar Krai,KRAFS,ALL#WORLD#CIS#RUS#SOUFD#KRAFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SOUFD
Yeysk,YEYSK,ALL#WORLD#CIS#RUS#SOUFD#KRAFS#YEYSK,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#KRAFS
Tuapse,TUAPS,ALL#WORLD#CIS#RUS#SOUFD#KRAFS#TUAPS,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#KRAFS
Novorossiysk,NOVOR,ALL#WORLD#CIS#RUS#SOUFD#KRAFS#NOVOR,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#KRAFS
Kavkaz,KAVKA,ALL#WORLD#CIS#RUS#SOUFD#KRAFS#KAVKA,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#KRAFS
Taman,TAMAN,ALL#WORLD#CIS#RUS#SOUFD#KRAFS#TAMAN,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#KRAFS
Temriouk,TEMRI,ALL#WORLD#CIS#RUS#SOUFD#KRAFS#TEMRI,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#KRAFS
Krasnodar,KRASN,ALL#WORLD#CIS#RUS#SOUFD#KRAFS#KRASN,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#KRAFS
Rostov Oblast,ROSFS,ALL#WORLD#CIS#RUS#SOUFD#ROSFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SOUFD
Rostov-on-Don,ROSTO,ALL#WORLD#CIS#RUS#SOUFD#ROSFS#ROSTO,false,,CITY,ALL#WORLD#CIS#RUS#SOUFD#ROSFS
Northwestern Federal District,NORFD,ALL#WORLD#CIS#RUS#NORFD,false,,FEDERAL_DISTRICT,ALL#WORLD#CIS#RUS
Arkhangelsk Oblast,ARKFS,ALL#WORLD#CIS#RUS#NORFD#ARKFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Arhangelsk,ARHAN,ALL#WORLD#CIS#RUS#NORFD#ARKFS#ARHAN,false,,CITY,ALL#WORLD#CIS#RUS#NORFD#ARKFS
Cayman Islands,CYM,ALL#WORLD#CARIB#CYM,false,,COUNTRY,ALL#WORLD#CARIB
Vologda Oblast,VOOFS,ALL#WORLD#CIS#RUS#NORFD#VOOFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Vologda,VOLOG,ALL#WORLD#CIS#RUS#NORFD#VOOFS#VOLOG,false,,CITY,ALL#WORLD#CIS#RUS#NORFD#VOOFS
Cherepovets,CHERE,ALL#WORLD#CIS#RUS#NORFD#VOOFS#CHERE,false,,CITY,ALL#WORLD#CIS#RUS#NORFD#VOOFS
Kaliningrad Oblast,KALFS,ALL#WORLD#CIS#RUS#NORFD#KALFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Republic of Karelia,KARFS,ALL#WORLD#CIS#RUS#NORFD#KARFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Komi Republic,KOMFS,ALL#WORLD#CIS#RUS#NORFD#KOMFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Leningrad Oblast,LENFS,ALL#WORLD#CIS#RUS#NORFD#LENFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Murmansk Oblast,MURFS,ALL#WORLD#CIS#RUS#NORFD#MURFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Murmansk,MURMA,ALL#WORLD#CIS#RUS#NORFD#MURFS#MURMA,false,,CITY,ALL#WORLD#CIS#RUS#NORFD#MURFS
Nenets Autonomous Okrug,NENFS,ALL#WORLD#CIS#RUS#NORFD#NENFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Novgorod Oblast,NOVFS,ALL#WORLD#CIS#RUS#NORFD#NOVFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Pskov Oblast,PSKFS,ALL#WORLD#CIS#RUS#NORFD#PSKFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Saint Petersburg,SPTFS,ALL#WORLD#CIS#RUS#NORFD#SPTFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#NORFD
Far Eastern Federal District,FEAFD,ALL#WORLD#CIS#RUS#FEAFD,false,,FEDERAL_DISTRICT,ALL#WORLD#CIS#RUS
Amur Oblast,AMUFS,ALL#WORLD#CIS#RUS#FEAFD#AMUFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Jewish Autonomous Oblast,JEWFS,ALL#WORLD#CIS#RUS#FEAFD#JEWFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Kamchatka Krai,KAMFS,ALL#WORLD#CIS#RUS#FEAFD#KAMFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Magadan Oblast,MAGFS,ALL#WORLD#CIS#RUS#FEAFD#MAGFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Primorsky Krai,PRIFS,ALL#WORLD#CIS#RUS#FEAFD#PRIFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Sakha Republic,SAKFS,ALL#WORLD#CIS#RUS#FEAFD#SAKFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Sakhalin Oblast,SAOFS,ALL#WORLD#CIS#RUS#FEAFD#SAOFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Khabarovsk Krai,KHAFS,ALL#WORLD#CIS#RUS#FEAFD#KHAFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Khabarovsk,KHABA,ALL#WORLD#CIS#RUS#FEAFD#KHAFS#KHABA,false,,CITY,ALL#WORLD#CIS#RUS#FEAFD#KHAFS
Chukotka Autonomous Okrug,CHKFS,ALL#WORLD#CIS#RUS#FEAFD#CHKFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#FEAFD
Siberian Federal District,SIBFD,ALL#WORLD#CIS#RUS#SIBFD,false,,FEDERAL_DISTRICT,ALL#WORLD#CIS#RUS
Altai Republic,ALRFS,ALL#WORLD#CIS#RUS#SIBFD#ALRFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Altai Krai,ALTFS,ALL#WORLD#CIS#RUS#SIBFD#ALTFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Barnaul,BARNA,ALL#WORLD#CIS#RUS#SIBFD#ALTFS#BARNA,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#ALTFS
Republic of Buryatia,BURFS,ALL#WORLD#CIS#RUS#SIBFD#BURFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Zabaykalsky Krai,ZABFS,ALL#WORLD#CIS#RUS#SIBFD#ZABFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Chita,CHITA,ALL#WORLD#CIS#RUS#SIBFD#ZABFS#CHITA,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#ZABFS
Irkutsk Oblast,IRKFS,ALL#WORLD#CIS#RUS#SIBFD#IRKFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Irkutsk,IRKUT,ALL#WORLD#CIS#RUS#SIBFD#IRKFS#IRKUT,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#IRKFS
Kemerovo Oblast,KEMFS,ALL#WORLD#CIS#RUS#SIBFD#KEMFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Novokuznetsk,NOVOK,ALL#WORLD#CIS#RUS#SIBFD#KEMFS#NOVOK,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#KEMFS
Kemerovo,KEMER,ALL#WORLD#CIS#RUS#SIBFD#KEMFS#KEMER,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#KEMFS
Krasnoyarsk Krai,KRYFS,ALL#WORLD#CIS#RUS#SIBFD#KRYFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Krasnoyarsk,KRASK,ALL#WORLD#CIS#RUS#SIBFD#KRYFS#KRASK,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#KRYFS
Novosibirsk Oblast,NVSFS,ALL#WORLD#CIS#RUS#SIBFD#NVSFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Novosibirsk,NOVOS,ALL#WORLD#CIS#RUS#SIBFD#NVSFS#NOVOS,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#NVSFS
Omsk Oblast,OMSFS,ALL#WORLD#CIS#RUS#SIBFD#OMSFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Omsk,OMSKK,ALL#WORLD#CIS#RUS#SIBFD#OMSFS#OMSKK,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#OMSFS
Tomsk Oblast,TOMFS,ALL#WORLD#CIS#RUS#SIBFD#TOMFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Tomsk,TOMSK,ALL#WORLD#CIS#RUS#SIBFD#TOMFS#TOMSK,false,,CITY,ALL#WORLD#CIS#RUS#SIBFD#TOMFS
Tuva Republic,TUVFS,ALL#WORLD#CIS#RUS#SIBFD#TUVFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Republic of Khakassia,KHKFS,ALL#WORLD#CIS#RUS#SIBFD#KHKFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#SIBFD
Ural Federal District,URAFD,ALL#WORLD#CIS#RUS#URAFD,false,,FEDERAL_DISTRICT,ALL#WORLD#CIS#RUS
Kurgan Oblast,KUGFS,ALL#WORLD#CIS#RUS#URAFD#KUGFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#URAFD
Sverdlovsk Oblast,SVEFS,ALL#WORLD#CIS#RUS#URAFD#SVEFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#URAFD
Yekaterinburg,YEKAT,ALL#WORLD#CIS#RUS#URAFD#SVEFS#YEKAT,false,,CITY,ALL#WORLD#CIS#RUS#URAFD#SVEFS
Tyumen Oblast,TYUFS,ALL#WORLD#CIS#RUS#URAFD#TYUFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#URAFD
Khanty-Mansi Autonomous Okrug,KMAFS,ALL#WORLD#CIS#RUS#URAFD#KMAFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#URAFD
Chelyabinsk Oblast,CHLFS,ALL#WORLD#CIS#RUS#URAFD#CHLFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#URAFD
Chelyabinsk,CHELY,ALL#WORLD#CIS#RUS#URAFD#CHLFS#CHELY,false,,CITY,ALL#WORLD#CIS#RUS#URAFD#CHLFS
Yamalo-Nenets Autonomous Okrug,YNAFS,ALL#WORLD#CIS#RUS#URAFD#YNAFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#URAFD
Volga Federal District,VOLFD,ALL#WORLD#CIS#RUS#VOLFD,false,,FEDERAL_DISTRICT,ALL#WORLD#CIS#RUS
Republic of Bashkortostan,BASFS,ALL#WORLD#CIS#RUS#VOLFD#BASFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Ufa,UFAAA,ALL#WORLD#CIS#RUS#VOLFD#BASFS#UFAAA,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#BASFS
Kirov Oblast,KIRFS,ALL#WORLD#CIS#RUS#VOLFD#KIRFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Mari El Republic,MARFS,ALL#WORLD#CIS#RUS#VOLFD#MARFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Yoshkar-Ola,YOSHK,ALL#WORLD#CIS#RUS#VOLFD#MARFS#YOSHK,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#MARFS
Republic of Mordovia,MORFS,ALL#WORLD#CIS#RUS#VOLFD#MORFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Nizhny Novgorod Oblast,NIZFS,ALL#WORLD#CIS#RUS#VOLFD#NIZFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Nizhny Novgorod,NIZHY,ALL#WORLD#CIS#RUS#VOLFD#NIZFS#NIZHY,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#NIZFS
Orenburg Oblast,OREFS,ALL#WORLD#CIS#RUS#VOLFD#OREFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Orsk,ORSKK,ALL#WORLD#CIS#RUS#VOLFD#OREFS#ORSKK,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#OREFS
Penza Oblast,PENFS,ALL#WORLD#CIS#RUS#VOLFD#PENFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Penza,PENZA,ALL#WORLD#CIS#RUS#VOLFD#PENFS#PENZA,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#PENFS
Perm Krai,PERFS,ALL#WORLD#CIS#RUS#VOLFD#PERFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Perm,PERMM,ALL#WORLD#CIS#RUS#VOLFD#PERFS#PERMM,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#PERFS
Samara Oblast,SAMFS,ALL#WORLD#CIS#RUS#VOLFD#SAMFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Samara,SAMAR,ALL#WORLD#CIS#RUS#VOLFD#SAMFS#SAMAR,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#SAMFS
Saratov Oblast,SARFS,ALL#WORLD#CIS#RUS#VOLFD#SARFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Saratov,SARAT,ALL#WORLD#CIS#RUS#VOLFD#SARFS#SARAT,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#SARFS
Republic of Tatarstan,TATFS,ALL#WORLD#CIS#RUS#VOLFD#TATFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Kazan,KAZAN,ALL#WORLD#CIS#RUS#VOLFD#TATFS#KAZAN,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#TATFS
Naberezhnye Chelny,NABER,ALL#WORLD#CIS#RUS#VOLFD#TATFS#NABER,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#TATFS
Udmurt Republic,UDMFS,ALL#WORLD#CIS#RUS#VOLFD#UDMFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Izhevsk,IZHEV,ALL#WORLD#CIS#RUS#VOLFD#UDMFS#IZHEV,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#UDMFS
Ulyanovsk Oblast,ULYFS,ALL#WORLD#CIS#RUS#VOLFD#ULYFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Ulianovsk,ULIAN,ALL#WORLD#CIS#RUS#VOLFD#ULYFS#ULIAN,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#ULYFS
Chuvash Republic,CHUFS,ALL#WORLD#CIS#RUS#VOLFD#CHUFS,false,,FEDERAL_SUBJECT,ALL#WORLD#CIS#RUS#VOLFD
Cheboksary,CHEBO,ALL#WORLD#CIS#RUS#VOLFD#CHUFS#CHEBO,false,,CITY,ALL#WORLD#CIS#RUS#VOLFD#CHUFS
